time,temperature_C,ghi_W_m2,dni_W_m2,dhi_W_m2,wind_speed_m_s,relative_humidity_percent
2020-01-03 08:00:00,-6.44,70.0,234.63,44.0,2.21,84.45
2020-01-03 09:00:00,-5.47,0.0,0.0,0.0,2.41,74.8
2020-01-03 10:00:00,-4.08,205.0,378.45,107.0,2.9,58.6
2020-01-03 11:00:00,-2.98,0.0,0.0,0.0,3.1,49.8
2020-01-03 12:00:00,-2.22,197.0,338.72,110.0,3.1,49.8
2020-01-03 13:00:00,-1.97,0.0,0.0,0.0,3.03,45.9
2020-01-03 14:00:00,-2.24,59.0,161.79,42.0,2.69,49.8
2020-01-03 15:00:00,-3.08,0.0,-0.0,0.0,2.76,47.75
2020-01-03 16:00:00,-3.73,0.0,-0.0,0.0,2.97,51.65
2020-01-03 17:00:00,-4.02,0.0,-0.0,0.0,3.17,49.55
2020-01-03 18:00:00,-4.11,0.0,-0.0,0.0,3.45,49.55
2020-01-03 19:00:00,-4.04,0.0,-0.0,0.0,3.72,63.7
2020-01-03 20:00:00,-3.78,0.0,-0.0,0.0,3.93,66.35
2020-01-03 21:00:00,-3.33,0.0,-0.0,0.0,4.14,69.25
2020-01-03 22:00:00,-2.55,0.0,-0.0,0.0,4.48,72.25
2020-01-03 23:00:00,-2.05,0.0,-0.0,0.0,4.76,75.3
2020-01-04 00:00:00,-1.77,0.0,-0.0,0.0,4.83,81.55
2020-01-04 01:00:00,-1.68,0.0,-0.0,0.0,4.76,84.85
2020-01-04 02:00:00,-1.5,0.0,-0.0,0.0,4.69,84.95
2020-01-04 03:00:00,-1.42,0.0,-0.0,0.0,4.55,88.35
2020-01-04 04:00:00,-1.35,0.0,-0.0,0.0,4.41,88.35
2020-01-04 05:00:00,-1.35,0.0,-0.0,0.0,4.28,88.35
2020-01-04 06:00:00,-1.27,0.0,-0.0,0.0,4.07,88.35
2020-01-04 07:00:00,-0.83,0.0,-0.0,0.0,4.14,91.95
2020-01-04 08:00:00,-0.65,26.0,0.0,26.0,4.07,88.45
2020-01-04 09:00:00,-0.36,0.0,0.0,0.0,3.93,88.45
2020-01-04 10:00:00,-0.19,67.0,0.0,67.0,4.76,91.95
2020-01-04 11:00:00,-0.08,0.0,0.0,0.0,5.1,88.45
2020-01-04 12:00:00,-0.16,116.0,34.77,107.0,3.93,91.95
2020-01-04 13:00:00,-0.21,0.0,0.0,0.0,3.79,88.45
2020-01-04 14:00:00,-0.39,14.0,0.0,14.0,4.21,88.45
2020-01-04 15:00:00,-0.6,0.0,-0.0,0.0,4.28,88.45
2020-01-04 16:00:00,-0.69,0.0,-0.0,0.0,4.21,91.95
2020-01-04 17:00:00,-0.74,0.0,-0.0,0.0,4.14,88.4
2020-01-04 18:00:00,-0.82,0.0,-0.0,0.0,4.14,88.4
2020-01-04 19:00:00,-0.88,0.0,-0.0,0.0,4.07,88.4
2020-01-04 20:00:00,-0.97,0.0,-0.0,0.0,4.14,88.4
2020-01-04 21:00:00,-1.06,0.0,-0.0,0.0,4.21,88.4
2020-01-04 22:00:00,-1.09,0.0,-0.0,0.0,4.21,88.4
2020-01-04 23:00:00,-1.16,0.0,-0.0,0.0,4.07,88.4
2020-01-05 00:00:00,-1.18,0.0,-0.0,0.0,4.0,91.9
2020-01-05 01:00:00,-1.21,0.0,-0.0,0.0,3.72,91.9
2020-01-05 02:00:00,-1.22,0.0,-0.0,0.0,3.45,95.6
2020-01-05 03:00:00,-1.27,0.0,-0.0,0.0,3.1,95.6
2020-01-05 04:00:00,-1.31,0.0,-0.0,0.0,2.69,95.6
2020-01-05 05:00:00,-1.69,0.0,-0.0,0.0,2.14,99.4
2020-01-05 06:00:00,-1.98,0.0,-0.0,0.0,2.28,95.55
2020-01-05 07:00:00,-1.75,0.0,-0.0,0.0,2.83,99.4
2020-01-05 08:00:00,-2.11,29.0,0.0,29.0,2.34,95.55
2020-01-05 09:00:00,-2.65,0.0,0.0,0.0,2.41,95.55
2020-01-05 10:00:00,-3.19,204.0,362.77,109.0,2.62,95.55
2020-01-05 11:00:00,-3.77,0.0,0.0,0.0,2.9,91.8
2020-01-05 12:00:00,-4.41,44.0,0.0,44.0,3.17,91.75
2020-01-05 13:00:00,-5.4,0.0,0.0,0.0,3.93,88.05
2020-01-05 14:00:00,-6.14,7.0,0.0,7.0,3.66,84.5
2020-01-05 15:00:00,-6.85,0.0,-0.0,0.0,3.72,87.95
2020-01-05 16:00:00,-7.51,0.0,-0.0,0.0,3.52,84.35
2020-01-05 17:00:00,-8.26,0.0,-0.0,0.0,3.45,84.2
2020-01-05 18:00:00,-8.8,0.0,-0.0,0.0,3.24,84.15
2020-01-05 19:00:00,-8.96,0.0,-0.0,0.0,3.24,84.15
2020-01-05 20:00:00,-9.73,0.0,-0.0,0.0,2.9,84.1
2020-01-05 21:00:00,-10.3,0.0,-0.0,0.0,2.55,87.65
2020-01-05 22:00:00,-11.22,0.0,-0.0,0.0,2.14,83.95
2020-01-05 23:00:00,-12.51,0.0,-0.0,0.0,2.0,87.45
2020-01-06 00:00:00,-14.15,0.0,-0.0,0.0,1.93,87.35
2020-01-06 01:00:00,-15.69,0.0,-0.0,0.0,1.72,87.2
2020-01-06 02:00:00,-16.52,0.0,-0.0,0.0,1.79,91.05
2020-01-06 03:00:00,-17.51,0.0,-0.0,0.0,1.93,91.0
2020-01-06 04:00:00,-19.15,0.0,-0.0,0.0,2.0,90.9
2020-01-06 05:00:00,-19.41,0.0,-0.0,0.0,2.07,95.05
2020-01-06 06:00:00,-19.32,0.0,-0.0,0.0,2.0,90.9
2020-01-06 07:00:00,-18.5,0.0,-0.0,0.0,1.93,90.9
2020-01-06 08:00:00,-19.67,65.0,149.7,48.0,2.07,90.85
2020-01-06 09:00:00,-17.93,0.0,0.0,0.0,1.59,90.95
2020-01-06 10:00:00,-14.27,146.0,79.69,125.0,0.83,80.1
2020-01-06 11:00:00,-12.33,0.0,0.0,0.0,0.34,73.55
2020-01-06 12:00:00,-11.19,160.0,117.82,129.0,0.14,67.7
2020-01-06 13:00:00,-10.71,0.0,0.0,0.0,0.07,67.8
2020-01-06 14:00:00,-10.87,60.0,124.51,46.0,0.07,73.8
2020-01-06 15:00:00,-11.45,0.0,-0.0,0.0,0.07,77.0
2020-01-06 16:00:00,-12.39,0.0,-0.0,0.0,0.76,83.75
2020-01-06 17:00:00,-15.7,0.0,-0.0,0.0,1.79,87.2
2020-01-06 18:00:00,-19.2,0.0,-0.0,0.0,2.34,90.9
2020-01-06 19:00:00,-20.44,0.0,-0.0,0.0,2.21,90.8
2020-01-06 20:00:00,-22.11,0.0,-0.0,0.0,2.41,90.65
2020-01-06 21:00:00,-23.56,0.0,-0.0,0.0,2.41,90.55
2020-01-06 22:00:00,-24.36,0.0,-0.0,0.0,2.28,78.7
2020-01-06 23:00:00,-24.75,0.0,-0.0,0.0,2.28,78.6
2020-01-07 00:00:00,-23.83,0.0,-0.0,0.0,2.14,82.45
2020-01-07 01:00:00,-23.38,0.0,-0.0,0.0,2.21,82.55
2020-01-07 02:00:00,-22.61,0.0,-0.0,0.0,2.21,82.6
2020-01-07 03:00:00,-21.49,0.0,-0.0,0.0,2.21,82.7
2020-01-07 04:00:00,-20.21,0.0,-0.0,0.0,2.28,79.2
2020-01-07 05:00:00,-19.24,0.0,-0.0,0.0,2.48,79.35
2020-01-07 06:00:00,-18.14,0.0,-0.0,0.0,2.55,83.2
2020-01-07 07:00:00,-18.09,0.0,-0.0,0.0,2.62,83.2
2020-01-07 08:00:00,-17.29,65.0,156.9,47.0,2.62,83.3
2020-01-07 09:00:00,-15.06,0.0,0.0,0.0,2.69,79.95
2020-01-07 10:00:00,-11.69,84.0,0.0,84.0,2.97,73.75
2020-01-07 11:00:00,-8.31,0.0,0.0,0.0,3.45,65.4
2020-01-07 12:00:00,-6.38,86.0,3.77,85.0,3.86,60.5
2020-01-07 13:00:00,-5.7,0.0,0.0,0.0,4.28,66.05
2020-01-07 14:00:00,-5.39,27.0,0.0,27.0,4.0,77.9
2020-01-07 15:00:00,-5.18,0.0,-0.0,0.0,3.72,78.0
2020-01-07 16:00:00,-5.12,0.0,-0.0,0.0,3.52,81.25
2020-01-07 17:00:00,-4.97,0.0,-0.0,0.0,3.45,84.6
2020-01-07 18:00:00,-4.66,0.0,-0.0,0.0,3.38,84.65
2020-01-07 19:00:00,-5.16,0.0,-0.0,0.0,3.24,88.1
2020-01-07 20:00:00,-5.06,0.0,-0.0,0.0,3.1,91.75
2020-01-07 21:00:00,-5.09,0.0,-0.0,0.0,2.83,91.75
2020-01-07 22:00:00,-5.22,0.0,-0.0,0.0,2.62,95.45
2020-01-07 23:00:00,-5.42,0.0,-0.0,0.0,2.41,95.45
2020-01-08 00:00:00,-5.59,0.0,-0.0,0.0,2.21,91.7
2020-01-08 01:00:00,-5.76,0.0,-0.0,0.0,2.14,95.45
2020-01-08 02:00:00,-6.02,0.0,-0.0,0.0,2.0,91.7
2020-01-08 03:00:00,-6.33,0.0,-0.0,0.0,1.93,95.45
2020-01-08 04:00:00,-6.42,0.0,-0.0,0.0,1.86,95.45
2020-01-08 05:00:00,-6.57,0.0,-0.0,0.0,1.79,91.65
2020-01-08 06:00:00,-6.97,0.0,-0.0,0.0,1.72,91.6
2020-01-08 07:00:00,-7.09,0.0,-0.0,0.0,1.38,91.6
2020-01-08 08:00:00,-7.21,52.0,51.72,46.0,1.24,91.6
2020-01-08 09:00:00,-6.7,0.0,0.0,0.0,1.45,91.65
2020-01-08 10:00:00,-6.03,85.0,0.0,85.0,1.66,88.0
2020-01-08 11:00:00,-5.32,0.0,0.0,0.0,1.72,84.55
2020-01-08 12:00:00,-4.92,166.0,141.86,128.0,1.59,78.0
2020-01-08 13:00:00,-4.86,0.0,0.0,0.0,1.45,78.0
2020-01-08 14:00:00,-5.39,61.0,110.28,48.0,1.24,77.9
2020-01-08 15:00:00,-6.94,0.0,-0.0,0.0,1.45,77.7
2020-01-08 16:00:00,-9.78,0.0,-0.0,0.0,2.21,80.55
2020-01-08 17:00:00,-12.48,0.0,-0.0,0.0,2.28,87.45
2020-01-08 18:00:00,-14.29,0.0,-0.0,0.0,2.34,83.65
2020-01-08 19:00:00,-14.62,0.0,-0.0,0.0,2.48,91.2
2020-01-08 20:00:00,-14.87,0.0,-0.0,0.0,2.62,91.15
2020-01-08 21:00:00,-14.47,0.0,-0.0,0.0,2.69,91.2
2020-01-08 22:00:00,-14.08,0.0,-0.0,0.0,2.69,87.35
2020-01-08 23:00:00,-13.85,0.0,-0.0,0.0,2.62,87.35
2020-01-09 00:00:00,-14.1,0.0,-0.0,0.0,2.62,87.35
2020-01-09 01:00:00,-14.76,0.0,-0.0,0.0,2.48,83.6
2020-01-09 02:00:00,-15.29,0.0,-0.0,0.0,2.48,83.55
2020-01-09 03:00:00,-15.74,0.0,-0.0,0.0,2.48,87.2
2020-01-09 04:00:00,-16.1,0.0,-0.0,0.0,2.55,87.15
2020-01-09 05:00:00,-16.32,0.0,-0.0,0.0,2.55,91.05
2020-01-09 06:00:00,-16.47,0.0,-0.0,0.0,2.48,87.1
2020-01-09 07:00:00,-14.95,0.0,-0.0,0.0,2.55,91.15
2020-01-09 08:00:00,-13.46,70.0,195.88,47.0,2.55,87.4
2020-01-09 09:00:00,-11.76,0.0,0.0,0.0,2.41,83.9
2020-01-09 10:00:00,-9.92,177.0,185.73,127.0,2.28,84.05
2020-01-09 11:00:00,-7.91,0.0,0.0,0.0,2.07,77.55
2020-01-09 12:00:00,-6.47,161.0,125.73,127.0,1.66,74.6
2020-01-09 13:00:00,-5.92,0.0,0.0,0.0,1.45,74.7
2020-01-09 14:00:00,-6.29,53.0,57.97,46.0,1.52,77.75
2020-01-09 15:00:00,-7.72,0.0,0.0,0.0,2.07,77.6
2020-01-09 16:00:00,-9.61,0.0,-0.0,0.0,2.07,80.65
2020-01-09 17:00:00,-11.24,0.0,-0.0,0.0,2.0,83.95
2020-01-09 18:00:00,-12.23,0.0,-0.0,0.0,1.93,87.5
2020-01-09 19:00:00,-11.78,0.0,-0.0,0.0,2.07,87.5
2020-01-09 20:00:00,-11.89,0.0,-0.0,0.0,2.14,87.5
2020-01-09 21:00:00,-11.55,0.0,-0.0,0.0,2.14,83.9
2020-01-09 22:00:00,-10.83,0.0,-0.0,0.0,2.14,83.95
2020-01-09 23:00:00,-10.55,0.0,-0.0,0.0,2.14,80.5
2020-01-10 00:00:00,-9.85,0.0,-0.0,0.0,2.0,80.55
2020-01-10 01:00:00,-10.0,0.0,-0.0,0.0,2.14,80.55
2020-01-10 02:00:00,-9.97,0.0,-0.0,0.0,2.07,80.55
2020-01-10 03:00:00,-9.62,0.0,-0.0,0.0,1.93,80.65
2020-01-10 04:00:00,-9.28,0.0,-0.0,0.0,1.79,80.65
2020-01-10 05:00:00,-9.03,0.0,-0.0,0.0,1.86,80.7
2020-01-10 06:00:00,-8.93,0.0,-0.0,0.0,2.07,80.7
2020-01-10 07:00:00,-7.89,0.0,-0.0,0.0,2.34,80.85
2020-01-10 08:00:00,-7.44,48.0,42.03,43.0,2.34,84.35
2020-01-10 09:00:00,-6.25,0.0,0.0,0.0,2.21,84.45
2020-01-10 10:00:00,-5.01,126.0,40.54,115.0,2.34,81.25
2020-01-10 11:00:00,-3.97,0.0,0.0,0.0,2.48,78.15
2020-01-10 12:00:00,-3.23,184.0,212.38,126.0,2.55,75.1
2020-01-10 13:00:00,-2.85,0.0,0.0,0.0,2.48,75.2
2020-01-10 14:00:00,-3.19,65.0,129.33,49.0,2.28,78.2
2020-01-10 15:00:00,-4.45,0.0,0.0,0.0,2.41,78.05
2020-01-10 16:00:00,-5.86,0.0,-0.0,0.0,2.69,81.1
2020-01-10 17:00:00,-6.76,0.0,-0.0,0.0,2.97,81.0
2020-01-10 18:00:00,-7.19,0.0,-0.0,0.0,3.1,77.7
2020-01-10 19:00:00,-6.95,0.0,-0.0,0.0,3.24,81.0
2020-01-10 20:00:00,-6.84,0.0,-0.0,0.0,3.31,81.0
2020-01-10 21:00:00,-6.95,0.0,-0.0,0.0,3.38,81.0
2020-01-10 22:00:00,-7.12,0.0,-0.0,0.0,3.31,77.7
2020-01-10 23:00:00,-7.38,0.0,-0.0,0.0,3.17,80.9
2020-01-11 00:00:00,-7.69,0.0,-0.0,0.0,3.17,77.6
2020-01-11 01:00:00,-7.78,0.0,-0.0,0.0,3.17,80.85
2020-01-11 02:00:00,-8.13,0.0,-0.0,0.0,3.03,80.85
2020-01-11 03:00:00,-8.57,0.0,-0.0,0.0,2.76,80.8
2020-01-11 04:00:00,-9.22,0.0,-0.0,0.0,2.69,80.7
2020-01-11 05:00:00,-9.72,0.0,-0.0,0.0,2.83,80.65
2020-01-11 06:00:00,-9.88,0.0,-0.0,0.0,3.17,84.05
2020-01-11 07:00:00,-8.84,0.0,-0.0,0.0,3.31,84.15
2020-01-11 08:00:00,-8.42,74.0,215.58,48.0,3.1,84.2
2020-01-11 09:00:00,-7.37,0.0,0.0,0.0,2.76,80.9
2020-01-11 10:00:00,-5.95,188.0,219.29,128.0,2.69,74.7
2020-01-11 11:00:00,-4.47,0.0,0.0,0.0,2.55,71.95
2020-01-11 12:00:00,-3.39,180.0,177.62,131.0,2.41,72.1
2020-01-11 13:00:00,-2.82,0.0,0.0,0.0,2.34,72.25
2020-01-11 14:00:00,-3.12,69.0,141.99,51.0,2.55,72.25
2020-01-11 15:00:00,-4.05,0.0,0.0,0.0,2.76,75.05
2020-01-11 16:00:00,-5.71,0.0,-0.0,0.0,2.97,77.9
2020-01-11 17:00:00,-6.78,0.0,-0.0,0.0,3.1,81.0
2020-01-11 18:00:00,-7.6,0.0,-0.0,0.0,3.17,80.9
2020-01-11 19:00:00,-7.78,0.0,-0.0,0.0,3.38,80.85
2020-01-11 20:00:00,-7.81,0.0,-0.0,0.0,3.38,80.85
2020-01-11 21:00:00,-7.81,0.0,-0.0,0.0,3.38,80.85
2020-01-11 22:00:00,-7.88,0.0,-0.0,0.0,3.38,80.85
2020-01-11 23:00:00,-7.84,0.0,-0.0,0.0,3.52,80.85
2020-01-12 00:00:00,-7.71,0.0,-0.0,0.0,3.45,77.6
2020-01-12 01:00:00,-7.87,0.0,-0.0,0.0,3.38,77.55
2020-01-12 02:00:00,-8.24,0.0,-0.0,0.0,3.38,80.8
2020-01-12 03:00:00,-8.61,0.0,-0.0,0.0,3.45,77.45
2020-01-12 04:00:00,-8.91,0.0,-0.0,0.0,3.59,80.7
2020-01-12 05:00:00,-9.06,0.0,-0.0,0.0,3.72,77.35
2020-01-12 06:00:00,-8.99,0.0,-0.0,0.0,3.93,77.35
2020-01-12 07:00:00,-8.72,0.0,0.0,0.0,4.14,74.25
2020-01-12 08:00:00,-8.65,78.0,236.98,49.0,4.14,74.25
2020-01-12 09:00:00,-7.56,126.0,120.19,100.0,4.28,71.4
2020-01-12 10:00:00,-6.23,209.0,307.99,124.0,4.0,71.55
2020-01-12 11:00:00,-4.61,222.0,282.57,138.0,3.93,63.55
2020-01-12 12:00:00,-3.32,201.0,254.71,130.0,4.14,63.8
2020-01-12 13:00:00,-2.63,156.0,261.65,98.0,4.0,63.9
2020-01-12 14:00:00,-2.9,72.0,138.54,54.0,4.0,61.35
2020-01-12 15:00:00,-4.02,0.0,0.0,0.0,3.93,63.7
2020-01-12 16:00:00,-5.23,0.0,-0.0,0.0,4.14,68.85
2020-01-12 17:00:00,-5.83,0.0,-0.0,0.0,4.34,71.65
2020-01-12 18:00:00,-5.89,0.0,-0.0,0.0,4.48,71.65
2020-01-12 19:00:00,-7.14,0.0,-0.0,0.0,4.83,71.5
2020-01-12 20:00:00,-7.11,0.0,-0.0,0.0,4.83,71.5
2020-01-12 21:00:00,-7.13,0.0,-0.0,0.0,4.83,74.55
2020-01-12 22:00:00,-7.23,0.0,-0.0,0.0,4.83,74.55
2020-01-12 23:00:00,-7.27,0.0,-0.0,0.0,4.69,74.45
2020-01-13 00:00:00,-7.35,0.0,-0.0,0.0,4.48,74.45
2020-01-13 01:00:00,-7.25,0.0,-0.0,0.0,4.34,74.45
2020-01-13 02:00:00,-7.19,0.0,-0.0,0.0,4.28,71.5
2020-01-13 03:00:00,-7.06,0.0,-0.0,0.0,4.41,71.5
2020-01-13 04:00:00,-6.91,0.0,-0.0,0.0,4.34,71.5
2020-01-13 05:00:00,-6.91,0.0,-0.0,0.0,4.34,71.5
2020-01-13 06:00:00,-6.81,0.0,-0.0,0.0,4.28,71.5
2020-01-13 07:00:00,-6.52,0.0,0.0,0.0,4.41,71.55
2020-01-13 08:00:00,-6.13,72.0,177.04,50.0,4.41,71.65
2020-01-13 09:00:00,-4.8,130.0,137.28,100.0,4.21,68.95
2020-01-13 10:00:00,-3.01,229.0,427.32,110.0,4.21,63.9
2020-01-13 11:00:00,-1.4,243.0,393.28,125.0,3.72,66.8
2020-01-13 12:00:00,-0.25,222.0,365.58,119.0,3.86,64.35
2020-01-13 13:00:00,0.12,181.0,435.89,83.0,3.59,64.45
2020-01-13 14:00:00,-0.44,69.0,105.12,55.0,3.45,67.0
2020-01-13 15:00:00,-1.76,0.0,0.0,0.0,3.38,72.3
2020-01-13 16:00:00,-3.26,0.0,-0.0,0.0,3.38,72.1
2020-01-13 17:00:00,-4.31,0.0,-0.0,0.0,3.38,74.95
2020-01-13 18:00:00,-5.04,0.0,-0.0,0.0,3.66,74.9
2020-01-13 19:00:00,-6.43,0.0,-0.0,0.0,3.86,77.75
2020-01-13 20:00:00,-6.54,0.0,-0.0,0.0,4.14,77.75
2020-01-13 21:00:00,-6.6,0.0,-0.0,0.0,4.07,77.75
2020-01-13 22:00:00,-6.89,0.0,-0.0,0.0,3.59,81.0
2020-01-13 23:00:00,-7.36,0.0,-0.0,0.0,3.38,80.9
2020-01-14 00:00:00,-7.93,0.0,-0.0,0.0,3.38,80.85
2020-01-14 01:00:00,-8.43,0.0,-0.0,0.0,3.38,80.8
2020-01-14 02:00:00,-8.78,0.0,-0.0,0.0,3.38,84.15
2020-01-14 03:00:00,-9.06,0.0,-0.0,0.0,3.31,80.7
2020-01-14 04:00:00,-9.3,0.0,-0.0,0.0,3.17,84.1
2020-01-14 05:00:00,-9.64,0.0,-0.0,0.0,3.03,80.65
2020-01-14 06:00:00,-10.03,0.0,-0.0,0.0,2.9,80.55
2020-01-14 07:00:00,-8.75,0.0,0.0,0.0,2.9,84.15
2020-01-14 08:00:00,-8.49,65.0,102.95,52.0,2.69,80.8
2020-01-14 09:00:00,-7.14,99.0,36.23,91.0,2.34,77.7
2020-01-14 10:00:00,-5.38,137.0,46.25,124.0,2.21,74.8
2020-01-14 11:00:00,-3.6,105.0,3.3,104.0,1.93,72.1
2020-01-14 12:00:00,-2.09,105.0,7.02,103.0,1.72,72.3
2020-01-14 13:00:00,-1.34,98.0,30.69,91.0,1.59,75.35
2020-01-14 14:00:00,-1.21,55.0,36.62,50.0,1.45,78.45
2020-01-14 15:00:00,-2.03,0.0,0.0,0.0,1.72,81.55
2020-01-14 16:00:00,-2.98,0.0,-0.0,0.0,1.86,81.5
2020-01-14 17:00:00,-3.57,0.0,-0.0,0.0,1.93,81.45
2020-01-14 18:00:00,-3.8,0.0,-0.0,0.0,2.0,81.4
2020-01-14 19:00:00,-3.83,0.0,-0.0,0.0,2.07,84.7
2020-01-14 20:00:00,-3.81,0.0,-0.0,0.0,2.14,88.2
2020-01-14 21:00:00,-3.32,0.0,-0.0,0.0,2.14,88.25
2020-01-14 22:00:00,-2.55,0.0,-0.0,0.0,2.07,91.85
2020-01-14 23:00:00,-1.48,0.0,-0.0,0.0,2.07,91.9
2020-01-15 00:00:00,-0.63,0.0,-0.0,0.0,2.14,91.95
2020-01-15 01:00:00,-0.19,0.0,-0.0,0.0,2.14,95.6
2020-01-15 02:00:00,0.06,0.0,-0.0,0.0,2.21,95.6
2020-01-15 03:00:00,0.21,0.0,-0.0,0.0,2.28,95.6
2020-01-15 04:00:00,0.3,0.0,-0.0,0.0,2.28,99.4
2020-01-15 05:00:00,0.37,0.0,-0.0,0.0,2.14,95.65
2020-01-15 06:00:00,0.41,0.0,-0.0,0.0,2.07,95.65
2020-01-15 07:00:00,0.36,0.0,0.0,0.0,2.07,95.65
2020-01-15 08:00:00,0.49,49.0,31.15,45.0,1.93,95.65
2020-01-15 09:00:00,0.74,63.0,0.0,63.0,1.72,99.4
2020-01-15 10:00:00,1.02,53.0,0.0,53.0,1.93,95.65
2020-01-15 11:00:00,1.17,67.0,0.0,67.0,1.79,99.35
2020-01-15 12:00:00,1.28,65.0,0.0,65.0,1.86,99.35
2020-01-15 13:00:00,1.33,73.0,4.32,72.0,1.86,99.35
2020-01-15 14:00:00,1.14,35.0,0.0,35.0,1.72,99.35
2020-01-15 15:00:00,0.87,0.0,0.0,0.0,1.52,99.35
2020-01-15 16:00:00,0.7,0.0,-0.0,0.0,1.38,99.4
2020-01-15 17:00:00,0.51,0.0,-0.0,0.0,1.24,99.4
2020-01-15 18:00:00,0.33,0.0,-0.0,0.0,1.24,100.0
2020-01-15 19:00:00,0.23,0.0,-0.0,0.0,1.31,99.4
2020-01-15 20:00:00,-0.15,0.0,-0.0,0.0,1.24,95.6
2020-01-15 21:00:00,-0.34,0.0,-0.0,0.0,1.1,99.4
2020-01-15 22:00:00,-0.65,0.0,-0.0,0.0,1.03,95.6
